appid,player count,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,Final Price_$,Initial Price_$,Discount_$,Total Score, Mark ,Tier
1076140,0,Super Indie Square,Eternal One Games,Eternal One Games,,22,1,0,"0 .. 20,000",0,0,0,0,59,399,85,0,0,0.59,3.99,23,96,M
1143680,0,AVA,Dnovel, Dnovel,,22,16,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,38,58,M
1140260,0,Blade Warrior,Image Works,MIRROR Soft,,2,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,2,100,M
1107440,0,Last Warrior,GGaming,GGaming,,23,8,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,31,74,M
1146360,0,Grey: An Alien Dream,Alex Peragine,2PIXELS Games,,4,0,0,"0 .. 20,000",0,0,0,0,599,599,0,0,0,5.99,5.99,4,100,M
1149340,0,Those crazy crows,redlion422,redlion422,,1,0,0,"0 .. 20,000",0,0,0,0,199,199,0,0,0,1.99,1.99,1,100,M
1149930,0,Tale's Casino Escape,Thales Caus,Thales Caus,,28,4,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,32,88,M
928440,1,Azure Reflections,souvenir circ.,Phoenixx Inc.,,124,15,0,"0 .. 20,000",0,0,0,0,1249,2499,50,0,0,12.49,24.99,139,89,M
1139920,0,VR垃圾分类_Refuse classification,上海科吉信息科技有限公司,上海科吉信息科技有限公司,,2,1,0,"0 .. 20,000",0,0,0,0,1699,1699,0,0,0,16.99,16.99,3,67,M
1141130,0,Serious Scramblers,Chinykian Games,Chinykian Games,,45,1,0,"0 .. 20,000",0,0,0,0,199,199,0,0,0,1.99,1.99,46,98,M
1144090,0,ArtFormer: Ancient Stories,"Jan Šídlo, Adam Hrubý",Buffa Software,,29,5,0,"0 .. 20,000",0,0,0,0,599,1499,60,0,0,5.99,14.99,34,85,M
1146920,0,Xenociders,Donuts Co. Ltd.,Donuts Co. Ltd,,10,11,0,"0 .. 20,000",0,0,0,0,2499,2499,0,0,0,24.99,24.99,21,-52,M
1116350,0,Exsys,Peakware Studio,Peakware Studio,,0,2,0,"0 .. 20,000",0,0,0,0,1099,1099,0,0,0,10.99,10.99,2,-100,M
1145520,0,Wall Force,Miha Prezelj,Miha Prezelj,,7,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,9,78,M
1156050,0,Girl Kill Zombies,GK,GK,,16,10,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,26,62,M
1149430,0,KiKiMiMi2 / 听能力搜查官2,LIKEMAD_GAMES/ツシマユキヒロ,Pujia8 Studio,,24,1,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,25,96,M
926730,0,Munchkin: Quacked Quest,Asmodee Digital,Asmodee Digital,,19,33,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,52,-63,M
1149220,0,P.3,DevJgame,DevJgame,,4,2,0,"0 .. 20,000",0,0,0,0,399,399,0,0,0,3.99,3.99,6,67,M
1159890,0,Supercar Drift,PLAYWHIZ GAMES Pvt Ltd,PLAYWHIZ GAMES Pvt Ltd,,2,9,0,"0 .. 20,000",0,0,0,0,799,799,0,0,0,7.99,7.99,11,-82,M
1147840,0,Hyper Storm,MotionHouse,MotionHouse,,6,0,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,6,100,M
1144350,0,Hunger Tower,FunmenGames,FunmenGames,,2,7,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,9,-78,M
1140900,0,The Chasm - Mines Of Madness,"Luca ""Fox"" Giovani","Luca ""Fox"" Giovani",,2,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,3,67,M
1100880,0,Battle Siege Royale,Skjöld Game Studio,Skjöld Game Studio,,0,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,1,-100,M
1168170,0,WAIFU HORROR: The Eight Pictures,Konnichiwa Games,Konnichiwa Games,,35,30,0,"0 .. 20,000",0,0,0,0,50,99,49,0,0,0.5,0.99,65,54,M
1152950,1,Blackberry,Andeo TEAM,Andeo TEAM,,81,44,0,"0 .. 20,000",0,0,0,0,199,1999,90,0,0,1.99,19.99,125,65,M
1086840,0,Operation Sniff,SoloQ,SoloQ,,56,13,0,"0 .. 20,000",0,0,0,0,199,199,0,0,0,1.99,1.99,69,81,M
1126070,0,Let's See What You Got,Stephen Joseph,PUREHEART,,8,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,8,100,M
1167350,0,Skyous,Darmaal,GameMill Entertainment,,0,2,0,"0 .. 20,000",0,0,0,0,899,899,0,0,0,8.99,8.99,2,-100,M
1138260,0,Figure Simulator War,H-GIRL,H-GIRL,,78,13,0,"0 .. 20,000",0,0,0,0,999,999,0,0,0,9.99,9.99,91,86,M
1168970,0,Drunk ride,High and Wide,Bitlock Studio,,4,2,0,"0 .. 20,000",0,0,0,0,49,99,51,0,0,0.49,0.99,6,67,M
1154320,0,VALHALL Tests,Blackrose Arts,Blackrose Arts,,50,16,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,66,76,M
1122180,0,Curse of Anabelle,Rocwise Entertainment,Rocwise Entertainment,,90,45,0,"0 .. 20,000",0,0,0,0,449,1499,70,0,0,4.49,14.99,135,67,M
1150140,0,Just Spin,Just Games Co.,Just Games Co.,,3,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,5,60,M
1168960,0,Warbrush,Clearline,Clearline,,3,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,3,100,M
1169460,0,遠古大陸外傳-古道的盡頭,chi,"chi, RMAsia",,1,2,0,"0 .. 20,000",0,0,0,0,999,999,0,0,0,9.99,9.99,3,-67,M
1171130,0,Scraper: Gauntlet,"Labrodex, Inc.","Labrodex, Inc.",,25,1,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0,0,14.99,14.99,26,96,M
1172640,0,Parcel Panic,Hernes Hunters Productions,Hernes Hunters Productions,,1,0,0,"0 .. 20,000",0,0,0,0,599,599,0,0,0,5.99,5.99,1,100,M
1156850,0,Dystopian Drift,GO&amp;O Studio,GO&amp;O Studio,,1,0,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,1,100,M
1142510,0,Cucumber Defense VR,LZR GAMES,LZR GAMES,,10,0,0,"0 .. 20,000",0,0,0,0,175,799,78,0,0,1.75,7.99,10,100,M
1168600,0,Infinite Sparkles,Hardspace Creative Technology,Hardspace Creative Technology,,6,1,0,"0 .. 20,000",0,0,0,0,299,299,0,0,0,2.99,2.99,7,86,M
1173070,0,Explosion Magic Firebolt VR,TaroSanseiShokai,TaroSanseiShokai,,1,4,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,5,-80,M
924070,6,Arboria,Dreamplant,All in! Games,,461,94,0,"0 .. 20,000",2524,0,2524,0,1199,1999,40,8,0,11.99,19.99,555,83,M
783850,0,Derpy pirates!,Jippo Media,Jippo Media,,4,8,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,12,-67,M
1175100,0,单词训练营 | Word Training Camp,CCYY,CCYY,,19,4,0,"0 .. 20,000",0,0,0,0,199,199,0,0,0,1.99,1.99,23,83,M
1161820,0,Survived,OnionStudio,OnionStudio,,0,5,0,"0 .. 20,000",0,0,0,0,399,399,0,0,0,3.99,3.99,5,-100,M
1171080,0,Diesel Attack,Mates in Space,Mates in Space,,13,2,0,"0 .. 20,000",0,0,0,0,199,199,0,0,0,1.99,1.99,15,87,M
1131520,0,Trial And Terror,Stargazer Studio,Stargazer Studio,,4,0,0,"0 .. 20,000",0,0,0,0,399,399,0,0,0,3.99,3.99,4,100,M
1179530,0,KAJA：追光者与秘境制造,MIAOBOX GAMES,MIAOBOX GAMES,,1,0,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,1,100,M
1178380,0,Resurrector,GSGame,Bitlock Studio,,4,6,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,10,-60,M
1172340,0,Short Scary Stories - Zombie Defense,Lotus GamesTr,Lotus GamesTr,,0,1,0,"0 .. 20,000",0,0,0,0,199,199,0,0,0,1.99,1.99,1,-100,M
413650,0,The Invasion of Area 51,"Avalon Games LLC, Xplor Studios LLC","Avalon Games LLC, Xplor Studios LLC",,1,0,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0,0,14.99,14.99,1,100,M
1174780,0,MONEY LOVES SILENCE,Vasiliy Sadovyi,Vasiliy Sadovyi,,17,12,0,"0 .. 20,000",0,0,0,0,399,399,0,0,0,3.99,3.99,29,59,M
1180820,0,Escape!,Sapphire Create.,Sapphire Create.,,0,2,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,2,-100,M
1186080,0,The Adventures of Willow and Ash,Joe Nevells,Joe Nevells,,1,0,0,"0 .. 20,000",0,0,0,0,199,199,0,0,0,1.99,1.99,1,100,M
1185000,0,Bloody trains,Marginal act,Marginal act,,9,7,0,"0 .. 20,000",0,0,0,0,1899,1899,0,0,0,18.99,18.99,16,56,M
1186590,0,Unnamed Adventure/无名之旅,MAI,MAI,,1,3,0,"0 .. 20,000",0,0,0,0,299,299,0,0,0,2.99,2.99,4,-75,M
1188000,0,Pulstario,Fred Wood,Fred Wood,,27,1,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,28,96,M
1181020,0,Squillamorph,Barrow Studios Ltd,Barrow Studios Ltd,,10,5,0,"0 .. 20,000",0,0,0,0,1299,1299,0,0,0,12.99,12.99,15,67,M
657480,0,Dark Skies: The Nemansk Incident,DK Productions,DK Productions,,48,17,0,"0 .. 20,000",0,0,0,0,799,799,0,0,0,7.99,7.99,65,74,M
1164020,0,Iron Sun,Nibras Game Studio,Nibras Game Studio,,0,1,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,1,-100,M
1143900,0,Shapeshooter,NukGames,NukGames,,11,6,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,17,65,M
1187790,0,FULLCHOKE : Clay Shooting VR,ROLLINGJ GAMES,ROLLINGJ GAMES,,17,4,0,"0 .. 20,000",0,0,0,0,1699,1699,0,0,0,16.99,16.99,21,81,M
1116260,1,SAMUDRA,Khayalan Arts,"Khayalan Arts, Untold Tales",,63,8,0,"0 .. 20,000",0,0,0,0,1299,1299,0,0,0,12.99,12.99,71,89,M
1144850,0,MANIC,Geta Games Team,Geta Games Team,,24,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,27,89,M
1064520,0,Helm Realm,"Vincent Lagerros, Anton Blossner",Regius Games,,3,0,0,"0 .. 20,000",0,0,0,0,299,299,0,0,0,2.99,2.99,3,100,M
1193680,0,Alien Invasion 3D part 2,Jim Dex,Jim Dex,,0,1,0,"0 .. 20,000",0,0,0,0,999,999,0,0,0,9.99,9.99,1,-100,M
1194170,0,Foe Frenzy,Ellpeck Games,Ellpeck Games,,5,0,0,"0 .. 20,000",0,0,0,0,699,699,0,0,0,6.99,6.99,5,100,M
1188070,0,BreadHead Adventure,MiCake,Bitlock Studio,,1,1,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,2,-50,M
1190370,0,Tank Hurricane,Small Games,Bitlock Studio,,0,3,0,"0 .. 20,000",0,0,0,0,199,199,0,0,0,1.99,1.99,3,-100,M
1197380,0,Flashover MegaSector,Happy Frog Games,Happy Frog Games,,3,1,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,4,75,M
1170720,1,Pocket Cars,Gen90Software,Gen90Software,,82,4,0,"0 .. 20,000",0,0,0,0,1599,1599,0,0,0,15.99,15.99,86,95,M
1174490,0,Space Carrot,1.5 hp games,1.5 hp games,,3,0,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,3,100,M
1174200,0,Lands of Pharaoh: Episode 1,Pyramid Games,Orion Asistan Hizmetleri A.S.,,2,0,0,"0 .. 20,000",0,0,0,0,1000,1000,0,0,0,10,10,2,100,M
1192610,0,ANIME REDEMPTION,Konnichiwa Games,Konnichiwa Games,,110,41,0,"0 .. 20,000",0,0,0,0,199,199,0,2,0,1.99,1.99,151,73,M
756890,0,Alive Hunter,Armando Rodrigues,ArsolidGames,,4,1,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,5,80,M
1186280,0,Dodge If you Can!,Andre H.P. Lee,"Pacific Investment and Consulting, Pte. Ltd.",,4,0,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0,0,14.99,14.99,4,100,M
1159700,0,Knights of Light: The Prologue,Rumbling Games Studio,Rumbling Games Studio,,6,31,0,"0 .. 20,000",0,0,0,0,2499,2499,0,0,0,24.99,24.99,37,-84,M
1189430,0,Interlude (Demo),Interlude Project,Interlude Project,,4,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,5,80,M
1179430,0,Laser Z,ZA Games Studio Pty Ltd,ZA Games Studio Pty Ltd,,1,0,0,"0 .. 20,000",0,0,0,0,599,599,0,0,0,5.99,5.99,1,100,M
1201910,0,Cook Dungeon,L-S STUDIO,L-S STUDIO,,6,14,0,"0 .. 20,000",0,0,0,0,199,199,0,0,0,1.99,1.99,20,-70,M
1193160,0,Bomber Fox,Laughing Fox Games,Laughing Fox Games,,2,2,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,4,-50,M
1200450,0,HELLO PLAYER,Vadd games,Big Black Bear,,1,1,0,"0 .. 20,000",0,0,0,0,49,99,51,0,0,0.49,0.99,2,-50,M
1201790,0,Long loot the King,FaterVakin,FaterVakin,,5,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,5,100,M
1191590,0,End of War 1945,The 45th Division,The 45th Division,,17,5,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0,0,14.99,14.99,22,77,M
1000310,0,人气动漫大乱斗,海南众铖互娱网络科技有限公司,海南众铖互娱网络科技有限公司,,1,5,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,6,-83,M
1189090,0,Microscope Madness,Nocturne Games,Nocturne Games,,1,0,0,"0 .. 20,000",0,0,0,0,199,199,0,0,0,1.99,1.99,1,100,M
1201250,0,Ninja Run,CooperAceProductions,CooperAceProductions,,5,1,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,6,83,M
1203780,0,Tiamat's Drink,TriBug,TriBug,,10,0,0,"0 .. 20,000",0,0,0,0,399,399,0,0,0,3.99,3.99,10,100,M
1205690,0,Defending Frontiers,Square and Angular,Astero,,1,3,0,"0 .. 20,000",0,0,0,0,399,399,0,0,0,3.99,3.99,4,-75,M
1132230,0,Iridion II,"Shin'en Multimedia, Piko Interactive",Majesco Entertainment,,12,1,0,"0 .. 20,000",0,0,0,0,1299,1299,0,0,0,12.99,12.99,13,92,M
1206270,0,Wrecker,Sleepless Inc.,Sleepless Inc.,,2,1,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,3,67,M
1190690,0,IOX,Ioxian Games Oy,Ioxian Games Oy,,3,4,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,7,-57,M
1199370,0,Gleamlight,DICO,D3PUBLISHER,,49,60,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0,0,19.99,19.99,109,-55,M
1203370,0,Survival Classic,TB Games,TB Games,,198,100,0,"0 .. 20,000",400,0,400,0,999,999,0,3,0,9.99,9.99,298,66,M
1203470,0,Earth Analog,Funcraft Games,Funcraft Games,,59,31,0,"0 .. 20,000",0,0,0,0,2499,2499,0,1,0,24.99,24.99,90,66,M
676600,0,Fuzzy's Quest,David J Noble,Noblesoft Developments Limited,,1,0,0,"0 .. 20,000",0,0,0,0,199,199,0,0,0,1.99,1.99,1,100,M
1211320,0,Journey to New Atlantis,"beActive, Produções Interactivas, S.A.",beActive Entertainment,,0,2,0,"0 .. 20,000",0,0,0,0,299,299,0,0,0,2.99,2.99,2,-100,M
1211230,0,Legend of Streets,TechNQ studio,TechNQ studio,,1,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,1,100,M
1206310,0,Tranject,Jadon-K. Fischer,Jadon-K. Fischer,,1,0,0,"0 .. 20,000",0,0,0,0,699,699,0,0,0,6.99,6.99,1,100,M
1124990,0,Destructivator 2,Pug Fugly Games,Pug Fugly Games,,46,2,0,"0 .. 20,000",0,0,0,0,599,599,0,0,0,5.99,5.99,48,96,M
1177640,1,ROCKETRON,ASTRO PORT,Henteko Doujin,,45,6,0,"0 .. 20,000",0,0,0,0,599,599,0,0,0,5.99,5.99,51,88,M
994180,0,Tennis Fighters,TDO Games,TDO Games,,27,1,0,"0 .. 20,000",0,0,0,0,799,799,0,0,0,7.99,7.99,28,96,M
1210340,0,Breakneck City,Renegade Sector Games,Renegade Sector Games,,11,0,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0,0,14.99,14.99,11,100,M
1024460,3,Destructive Physics - Destruction Simulator,KreizLand Games,KreizLand Games,,87,21,0,"0 .. 20,000",0,0,0,0,1199,1999,40,0,0,11.99,19.99,108,81,M
1199180,0,Edge Of Galaxy,Kinderril,Kinderril,,22,7,0,"0 .. 20,000",0,0,0,0,899,899,0,0,0,8.99,8.99,29,76,M
1185480,0,Doom of the Clawn,1scGames,Tize Game Studio,,8,8,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,16,-50,M
1098660,0,NEKOPUGI,"Stark.H, OnioNoinO",Akamaru Game,,5,0,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,5,100,M
1213810,0,Strings,HNZK,HNZK,,1,2,0,"0 .. 20,000",0,0,0,0,999,999,0,0,0,9.99,9.99,3,-67,M
1210970,0,Carpet Bombing,Synthetic Mind AB,Synthetic Mind AB,,7,0,0,"0 .. 20,000",0,0,0,0,999,999,0,0,0,9.99,9.99,7,100,M
1214520,3,Pro Gymnast Simulator,Walaber Entertainment LLC,Walaber Entertainment LLC,,78,9,0,"0 .. 20,000",0,0,0,0,1499,1499,0,3,0,14.99,14.99,87,90,M
1151500,0,fight wisdom,pengjianNiu,pengjianNIu,,4,1,0,"0 .. 20,000",0,0,0,0,299,299,0,0,0,2.99,2.99,5,80,M
1213650,0,FEB - Brazilian Elite Force,Bearded Boy Productions,Bearded Boy Productions,,4,1,0,"0 .. 20,000",0,0,0,0,199,199,0,0,0,1.99,1.99,5,80,M
1215690,0,World War 2 Zombie Attack VR Coronavirus Simulator,Monkey Reality,Extreme Games,,1,4,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,5,-80,M
1207500,0,Coffee Break,"Jasonario, Jason Lovett",Jasonario,,7,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,7,100,M
1220080,0,Racing Bike Fight (Corona Virus Lockdown Special),Enaayah Software Development and Services Private Limited,Enaayah Software Development and Services Private Limited,,15,4,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,19,79,M
1165720,0,Beyond Enemy Lines 2 Online,"BEL2 Online Team, Polygon Art",Polygon Art,,6,11,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,17,-65,M
1221590,0,Formula Car Racing Simulator,Enaayah Software Development and Services Private Limited,Enaayah Software Development and Services Private Limited,,35,10,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,45,78,M
1220440,0,"Pick, shoot, repeat!",Wa Tran,Unknown Magic,,1,0,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,1,100,M
1210060,0,Submersed,Main Loop videogames S.L.,Main Loop videogames S.L.,,14,8,0,"0 .. 20,000",0,0,0,0,299,1499,80,0,0,2.99,14.99,22,64,M
1206010,0,DonDon Busters!!,Artiknappa,Artiknappa,,2,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,2,100,M
1219450,0,Inglorious Pirate,Balyk game,Astero,,8,4,0,"0 .. 20,000",0,0,0,0,199,199,0,0,0,1.99,1.99,12,67,M
1221440,0,Path of Redemption,Headbang Studio,Headbang Studio,,51,10,0,"0 .. 20,000",0,0,0,0,699,699,0,1,0,6.99,6.99,61,84,M
1219860,0,Monster Girls You-ki Chan,Nanakusadou,"Nanakusadou, Shady Corner Games",,23,6,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0,0,14.99,14.99,29,79,M
1221660,0,Little Tennis,Ammonite Design Studios Ltd,Ammonite Design Studios Ltd,,1,1,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,2,-50,M
1220830,0,BATTLE POLYGON,octopus-studio,octopus-studio,,13,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,15,87,M
1225910,0,Desert of Doitjma,Conmtrast,Conmtrast,,0,1,0,"0 .. 20,000",0,0,0,0,37,199,81,0,0,0.37,1.99,1,-100,M
1223760,0,Recoil,Hruy Gashaw,Hruy Gashaw,,1,0,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,1,100,M
1228630,0,Patched world,Moondolino,Moondolino,,3,2,0,"0 .. 20,000",0,0,0,0,199,199,0,0,0,1.99,1.99,5,60,M
1227390,0,Mazovian Adventure,XQG Software,XQG Software,,8,4,0,"0 .. 20,000",0,0,0,0,299,299,0,0,0,2.99,2.99,12,67,M
1232140,0,Blue Drifter,Sokpop Collective,Sokpop Collective,,24,4,0,"0 .. 20,000",0,0,0,0,299,299,0,0,0,2.99,2.99,28,86,M
1232260,0,Space Mega Force Man,"Paul Hagerty, Rob Kitson",Not Your Jax,,5,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,6,83,M
1228450,0,"Speed And Survive Ball, 速度与幸存之球",YTLX 工作室,YTLX工作室,,1,0,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,1,100,M
1227900,0,S0,CraebTec,CraebTec,,2,0,0,"0 .. 20,000",0,0,0,0,199,199,0,0,0,1.99,1.99,2,100,M
1233990,0,Tinieblas Jr's Adventures,UnChild Games,UnChild Games,,3,7,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,10,-70,M
1234260,0,Deadly Land,SchmidtGames,SchmidtGames,,95,25,0,"0 .. 20,000",0,0,0,0,599,599,0,1,0,5.99,5.99,120,79,M
1227830,0,Mister Shizz: Don't Let The Shizz Hit The Fan!,Mieron Studios,Mieron Studios,,0,1,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,1,-100,M
1235810,0,Retro,Matthew Bridgeman,Matthew Bridgeman,,5,2,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,7,71,M
1111600,0,Klang 2,Tinimations,Tinimations,,47,0,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0,0,14.99,14.99,47,100,M
1206290,0,Goblin Summer Camp,Intrepid Marmot,Intrepid Marmot,,136,13,0,"0 .. 20,000",0,0,0,0,0,0,0,5,0,0,0,149,91,M
1202240,0,Fighters Wizards,OuroborOs_,OuroborOs_,,38,8,0,"0 .. 20,000",0,0,0,0,99,99,0,1,0,0.99,0.99,46,83,M
1251950,0,Escape of Mari: The Polar Ladybug,Adam G,Adam G,,1,0,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,1,100,M
1252120,0,Go Far Away,Louie,ShineProject,,2,0,0,"0 .. 20,000",0,0,0,0,199,199,0,0,0,1.99,1.99,2,100,M
1239740,0,Up on the Rooftop,Super Andersen Bros.,Super Andersen Bros.,,6,0,0,"0 .. 20,000",0,0,0,0,1599,1599,0,0,0,15.99,15.99,6,100,M
1228490,0,Politicking,26horses,26horses,,5,1,0,"0 .. 20,000",0,0,0,0,2999,2999,0,0,0,29.99,29.99,6,83,M
1227360,0,Fighting Clans,XOCUS,XOCUS,,30,21,0,"0 .. 20,000",0,0,0,0,799,799,0,0,0,7.99,7.99,51,59,M
1225610,0,∀kashicverse -Malicious Wake-,Endless Shirafu,Endless Shirafu,,32,1,0,"0 .. 20,000",0,0,0,0,999,999,0,0,0,9.99,9.99,33,97,M
1239270,0,Yoren,undefinedcompany,undefinedcompany,,2,9,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0,0,19.99,19.99,11,-82,M
1237590,0,Attack of the alien thingies from lava!,Tamás Árva,Tamás Árva,,5,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,7,71,M
1219540,0,Last Slice,Shattered Journal Games,Shattered Journal Games,,39,5,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,44,89,M
1256130,0,AnShi,"Andre Ledermüller, Heideland GameWorks",Lion Castle Entertainment,,24,9,0,"0 .. 20,000",0,0,0,0,719,1799,60,0,0,7.19,17.99,33,73,M
1255030,0,Bunny Quest,PixQuake,HH-Games,,9,1,0,"0 .. 20,000",0,0,0,0,399,399,0,0,0,3.99,3.99,10,90,M
1223260,0,Castle Torgeath Redux,Dungeoneering Studios,Dungeoneering Studios,,7,0,0,"0 .. 20,000",0,0,0,0,999,999,0,0,0,9.99,9.99,7,100,M
1232010,0,Radical Rabbit Stew,Pugstorm,Fireshine Games,,109,2,0,"0 .. 20,000",0,0,0,0,1599,1599,0,0,0,15.99,15.99,111,98,M
1200180,0,Fly Fly Tank,Cmos Studio,Cmos Studio,,4,2,0,"0 .. 20,000",0,0,0,0,1199,1199,0,0,0,11.99,11.99,6,67,M
1243520,0,KUR,Really Ragdoll,The Quantum Astrophysicists Guild,,40,19,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0,0,19.99,19.99,59,68,M
1257210,0,Rabbit Simulator,Meng Games,Meng Games,,40,5,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,45,89,M
1213000,0,In Her Eyes,NotDeadLuna Studio,NotDeadLuna Studio,,63,8,0,"0 .. 20,000",0,0,0,0,999,999,0,0,0,9.99,9.99,71,89,M
971150,0,B.O.T.S. and the Robofriends,Game Grotto Softworks,Game Grotto Softworks,,10,0,0,"0 .. 20,000",0,0,0,0,999,999,0,0,0,9.99,9.99,10,100,M
1219300,0,Contract,Metamong,Metamong,,7,3,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,10,70,M
1248240,0,PLUGMAX,TinyAssociatesBand,TinyAssociatesBand,,3,3,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,6,-50,M
1228910,0,Ragdoll Party Online,Funspot Games,Funspot Games,,20,9,0,"0 .. 20,000",0,0,0,0,249,499,50,0,0,2.49,4.99,29,69,M
1249290,0,The Curse of Zigoris,BT Studios,BT Studios,,4,6,0,"0 .. 20,000",0,0,0,0,89,299,70,0,0,0.89,2.99,10,-60,M
1196500,0,Party Arena: Board Game Battler,Funture Games,Funture Games,,34,10,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,44,77,M
1200710,0,BadLads,CHEMICAL HEADS STUDIOS,CHEMICAL HEADS STUDIOS,,93,36,0,"0 .. 20,000",0,0,0,0,1299,1299,0,0,0,12.99,12.99,129,72,M
1248140,1,Trailer Trashers,Sakari Games,Sakari Games,,19,4,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,23,83,M
1238630,0,FatCat with Hat - Reload the Powergun,Mathias Neubert,Mathias Neubert,,0,2,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,2,-100,M
