appid,player count,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,Final Price_$,Initial Price_$,Discount_$,Total Score, Mark ,Tier
435460,0,NotCoD,NotGames,NotGames,,71,9,0,"0 .. 20,000",14,0,14,0,0,0,0,0,0,0,0,80,89,M
355820,0,FutureGrind,Milkbag Games,Milkbag Games,,60,3,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0,0,19.99,19.99,63,95,M
409390,0,Marble Mountain,Lightning Rock,Lightning Rock,,44,16,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,60,73,M
454130,0,Nil-Ninjahtic: Ronin,Blaze Epic,Blaze Epic,,22,6,0,"0 .. 20,000",0,0,0,0,199,199,0,0,0,1.99,1.99,28,79,M
423720,0,Color Chaos,Daniel Riley,Daniel Riley,,16,2,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,18,89,M
367140,0,Wish Project,Andrew Willman,Andrew Willman,,46,3,0,"0 .. 20,000",0,0,0,0,199,199,0,0,0,1.99,1.99,49,94,M
364830,1,BLEAK: Welcome to Glimmer,"Novelline, Inc.","Novelline, Inc.",,59,7,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,66,89,M
413500,0,Rocket Fist,"Daniel Snd, Thiago Adamo, Bitten Toast Games Inc.",Bitten Toast Games Inc.,,61,9,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,70,87,M
467330,0,Just a Cleric,DXF Games,DXF Games,,31,8,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,39,79,M
480500,1,Dogfight Elite,Echoboom S.L.,Echoboom S.L.,,17,11,0,"0 .. 20,000",0,0,0,0,0,0,0,1,0,0,0,28,61,M
468740,0,Snow Fortress,Mythical City Games,Mythical City Games,,50,6,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0,0,14.99,14.99,56,89,M
488350,0,The Karters,Pixel Edge Games,Pixel Edge Games,,21,48,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0,0,19.99,19.99,69,-70,M
489700,0,Battle Forever,Inferno Games,Inferno Games,,13,15,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,28,-54,M
485590,0,Citadel,"Magisterion, 3Dever",Magisterion,,16,11,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,27,59,M
308400,0,Cube Samurai: RUN!,Red Meat Games,Red Meat Games,,2,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,2,100,M
455590,0,Skedaddle,plaiko,plaiko,,18,6,0,"0 .. 20,000",0,0,0,0,399,399,0,0,0,3.99,3.99,24,75,M
486500,0,Spooky Heroes,Gaweb Studio,Gaweb Studio,,22,14,0,"0 .. 20,000",256,0,272,0,499,499,0,0,0,4.99,4.99,36,61,M
412660,0,Klang,Tinimations,Snow Cannon Games,,87,31,0,"0 .. 20,000",0,0,0,0,999,999,0,0,0,9.99,9.99,118,74,M
496390,0,Shiny,Garage 227,Fulqrum Publishing,,30,32,0,"0 .. 20,000",970,0,1172,0,999,999,0,0,0,9.99,9.99,62,-52,M
453660,0,Rogue Contracts: Syndicate,Go Dark Studios,Go Dark Studios,,15,11,0,"0 .. 20,000",300,0,300,0,99,99,0,0,0,0.99,0.99,26,58,M
405670,0,Combat Core,MABManZ,MABManZ,,47,15,0,"0 .. 20,000",37,0,37,0,1599,1599,0,0,0,15.99,15.99,62,76,M
510070,0,Shiperoids,Frizzank,Frizzank,,14,3,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,17,82,M
462250,0,Boiling Bolt,Persistant Studios,Dear Villagers,,17,9,0,"0 .. 20,000",0,0,0,0,1199,1199,0,0,0,11.99,11.99,26,65,M
404390,0,Evil Robot Traffic Jam HD,"Element Games, LLC","Element Games, LLC",,19,4,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,23,83,M
488330,0,Highway to the Moon,Vernacular Games,Vernacular Games,,13,8,0,"0 .. 20,000",274,0,274,0,99,99,0,0,0,0.99,0.99,21,62,M
390330,0,Mekazoo,The Good Mood Creators,The Good Mood Creators,,49,13,0,"0 .. 20,000",0,0,0,0,999,999,0,0,0,9.99,9.99,62,79,M
461860,0,Tower Dwellers,ECC GAMES SP. Z O.O.,ECC GAMES SP. Z O.O.,,18,15,0,"0 .. 20,000",0,0,0,0,699,699,0,0,0,6.99,6.99,33,55,M
506760,0,Twisty's Asylum Escapades,Twisted Jenius,Twisted Jenius,,23,21,0,"0 .. 20,000",0,0,0,0,499,499,0,1,0,4.99,4.99,44,52,M
489720,0,Conga Master,Undercoders,Rising Star Games,,58,6,0,"0 .. 20,000",1,0,1,0,999,999,0,0,0,9.99,9.99,64,91,M
517660,0,Drop Out 0,Ward Dehairs,Ward Dehairs,,11,3,0,"0 .. 20,000",0,0,0,0,199,199,0,0,0,1.99,1.99,14,79,M
517190,0,Rebound,Omnirift,Omnirift,,6,1,0,"0 .. 20,000",0,0,0,0,199,199,0,0,0,1.99,1.99,7,86,M
534000,0,Fast Action Hero,Sirius Sam,RL Agency,,86,13,0,"0 .. 20,000",34,0,34,0,1199,1199,0,0,0,11.99,11.99,99,87,M
538840,0,City Climber,Ondrej Angelovic,Ondrej Angelovic,,237,75,0,"0 .. 20,000",46,0,57,0,699,699,0,1,0,6.99,6.99,312,76,M
436400,0,Heroes of the Seven Seas VR,"Mirage Interactive, 北京魔视互动科技有限公司","Mirage Interactive, 北京魔视互动科技有限公司",,33,12,0,"0 .. 20,000",0,0,0,0,699,699,0,0,0,6.99,6.99,45,73,M
529410,0,Kittypocalypse - Ungoggled,Bolverk Games,Bolverk Games,,42,11,0,"0 .. 20,000",0,0,0,0,999,999,0,1,0,9.99,9.99,53,79,M
511390,0,Base Raid,Sageose,Sageose,,7,2,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,9,78,M
540410,0,Queendoom,EP Games®,EP Games®,,22,0,0,"0 .. 20,000",0,0,0,0,499,999,50,0,0,4.99,9.99,22,100,M
564420,0,Santa's Special Delivery,"Drunk Robot Games, Effinvance",Cerulean Games,,11,2,0,"0 .. 20,000",0,0,0,0,299,299,0,0,0,2.99,2.99,13,85,M
565650,0,SWAM,Paul O'Bar,ArcadeSheep,,6,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,9,67,M
498990,0,Balloon Chair Death Match,Climax Studios Ltd,Climax Studios Ltd,,40,14,0,"0 .. 20,000",9,0,9,0,0,0,0,0,0,0,0,54,74,M
552800,0,Swingin Swiggins,"Jason Chalky, Timothy Janssen, Jesse Mangano, Chris Aguilar, Brad Fairley, Andy Montgomery, Jacob Travis",Jason Chalky,,4,3,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,7,57,M
568690,0,Smash Party VR,Viacom NEXT,Viacom NEXT,,42,4,0,"0 .. 20,000",2363,0,4724,0,0,0,0,0,0,0,0,46,91,M
547210,0,Sullen,Chris Charbonneau,Chris Charbonneau,,8,0,0,"0 .. 20,000",0,0,0,0,299,299,0,5,0,2.99,2.99,8,100,M
554280,2,Time Carnage VR,Wales Interactive,Wales Interactive,,67,21,0,"0 .. 20,000",0,0,0,0,499,1999,75,1,0,4.99,19.99,88,76,M
569360,0,Pivot Pilot,Niko Kivilahti,Niko Kivilahti,,34,3,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,37,92,M
567260,0,Super Death Arena,Rigid-Soft,Rigid-Soft,,16,66,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,82,-80,M
574120,0,Sausage Sports Club,Chris Wade,Chris Wade,,24,7,0,"0 .. 20,000",42,0,42,0,1499,1499,0,0,0,14.99,14.99,31,77,M
575540,0,VR Golf Online,KakaoVX,Kakao Games Corp.,,11,13,0,"0 .. 20,000",16,0,16,0,0,0,0,0,0,0,0,24,-54,M
568600,0,Treehouse Basketball,Treehouse,Treehouse,,13,9,0,"0 .. 20,000",6878,0,6878,0,0,0,0,0,0,0,0,22,59,M
582350,0,Zombie Killin',BagelMaster5000,SamStar Enterprises Inc.,,16,0,0,"0 .. 20,000",0,0,0,0,199,199,0,0,0,1.99,1.99,16,100,M
580880,0,City of Rott: Streets of Rott,Frank J Sudol,FSudol Art Games,,12,8,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,20,60,M
562090,0,Kronos,UroboroStudio,UroboroStudio,,12,7,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,19,63,M
584600,0,Virus Crashers,Shindenken,Henteko Doujin,,16,7,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,23,70,M
602010,0,Plank not included,4 Fun Studio,4 Fun Studio,,39,7,0,"0 .. 20,000",0,0,0,0,1199,1199,0,0,0,11.99,11.99,46,85,M
580680,0,CYBER JOLT (VR),Deceptive Games,Deceptive Games,,9,9,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,18,-50,M
600550,0,Save Our Souls - Episode I,Relentless Game Studios,Relentless Game Studios,,12,28,0,"0 .. 20,000",0,0,0,0,699,699,0,0,0,6.99,6.99,40,-70,M
602120,0,Molemen Must Die!,Mokomoto,Mokomoto,,51,2,0,"0 .. 20,000",261,0,261,0,199,199,0,0,0,1.99,1.99,53,96,M
577640,0,Space Station Loma: OPERATIONS,"SpielmannSpiel, bison",SpielmannSpiel,,4,2,0,"0 .. 20,000",0,0,0,0,1399,1399,0,0,0,13.99,13.99,6,67,M
594370,0,Crazy Fishing,Mana Wings,Mana Wings,,56,48,0,"0 .. 20,000",0,0,0,0,1999,1999,0,2,0,19.99,19.99,104,54,M
618360,0,Aesthetic Melody,Adam DeLease,Adam DeLease,,49,9,0,"0 .. 20,000",0,0,0,0,299,299,0,0,0,2.99,2.99,58,84,M
613130,0,Mega Overload VR,Subdream Studios,Subdream Studios,,34,1,0,"0 .. 20,000",0,0,0,0,1499,1499,0,1,0,14.99,14.99,35,97,M
624550,0,Spiritual Warfare & Wisdom Tree Collection,Wisdom Tree,"Piko Interactive LLC, Bleem!",,23,29,0,"0 .. 20,000",0,0,0,0,999,999,0,0,0,9.99,9.99,52,-56,M
528260,0,TITAN SLAYER,"COLOPL, Inc.","COLOPL, Inc.",,66,17,0,"0 .. 20,000",64,0,64,0,1299,1299,0,0,0,12.99,12.99,83,80,M
619490,0,Fear of Clowns,Mikhail Nevsky,Mikhail Nevsky,,117,56,0,"0 .. 20,000",0,0,0,0,69,99,30,0,0,0.69,0.99,173,68,M
619480,0,"Rock, Ken, Bo",Xelphyre Games,Xelphyre Games,,5,2,0,"0 .. 20,000",0,0,0,0,399,399,0,0,0,3.99,3.99,7,71,M
553950,0,GRIDD: Retroenhanced,Antab Studio,Kongregate,,60,3,0,"0 .. 20,000",0,0,0,0,1199,1199,0,0,0,11.99,11.99,63,95,M
632170,0,Spartan Fist,Glass Bottom Games,Glass Bottom Games,,29,17,0,"0 .. 20,000",36,0,36,0,224,1499,85,0,0,2.24,14.99,46,63,M
604230,0,Unlasting Horror,Matt Sowards,Ravesta Games,,65,43,0,"0 .. 20,000",0,0,0,0,799,799,0,0,0,7.99,7.99,108,60,M
416700,0,5 Minutes Rage - Hatred Edition,Indomitus Games,Gamera Interactive,,19,8,0,"0 .. 20,000",0,0,0,0,799,799,0,0,0,7.99,7.99,27,70,M
575770,0,Dangerous Bullets,Indie Games Studio,Enoops,,17,19,0,"0 .. 20,000",270,0,266,0,399,399,0,15,0,3.99,3.99,36,-53,M
635270,0,Through The Dark: Prologue,6waves,6waves,,1,1,0,"0 .. 20,000",0,0,0,0,999,999,0,0,0,9.99,9.99,2,-50,M
595030,0,Please,Mute Canary,Mute Canary,,5,13,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,18,-72,M
594820,0,An Oath to the Stars,Himeki Games,Himeki Games,,12,7,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,19,63,M
603930,0,Battle Princess Madelyn,Causal Bit Games Inc.,Monster Bath Studios Inc.,,100,36,0,"0 .. 20,000",139,0,139,0,1999,1999,0,0,0,19.99,19.99,136,74,M
641980,0,Block Survival: Legend of the Lost Islands,Battle Blockyverse Studios,Battle Blockyverse Studios,,64,12,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,76,84,M
588880,1,Crush,VIS-Games,SilentFuture,,18,3,0,"0 .. 20,000",0,0,0,0,599,1199,50,1,0,5.99,11.99,21,86,M
649670,0,ZHUST - THE ILLUSION SOUL,KT Games,KT Games,,19,17,0,"0 .. 20,000",0,0,0,0,49,499,90,0,0,0.49,4.99,36,53,M
625160,0,Scrollonoid,Vadjra,Vadjra,,6,4,0,"0 .. 20,000",0,0,0,0,299,299,0,0,0,2.99,2.99,10,60,M
597860,0,Nightmare Boy,The Vanir Project,BadLand Publishing,,24,14,0,"0 .. 20,000",0,0,0,0,999,999,0,0,0,9.99,9.99,38,63,M
624870,0,Preta: Vendetta Rising,Illion Corp,YJM GAMES,,37,22,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,59,63,M
623640,0,Mulaka,Lienzo,Lienzo,,136,13,0,"0 .. 20,000",0,0,0,0,1999,1999,0,1,0,19.99,19.99,149,91,M
621850,0,Maze Bandit,Gamestone Studio,Gamestone Studio,,16,6,0,"0 .. 20,000",0,0,0,0,299,299,0,0,0,2.99,2.99,22,73,M
655280,0,Ping,Examined Interactive,Examined Interactive,,23,6,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,29,79,M
650770,0,Time Gun / 时间枪,chaosikaros,chaosikaros,,5,2,0,"0 .. 20,000",60,0,60,0,999,999,0,0,0,9.99,9.99,7,71,M
668300,0,Chinese Souls-Hua Garden/华夏园,Dawei Liu,Dawei Liu,,20,16,0,"0 .. 20,000",0,0,0,0,399,399,0,0,0,3.99,3.99,36,56,M
658150,1,Skeleton Boomerang,Skeleboom Project,Artisano,,126,4,0,"0 .. 20,000",0,0,0,0,499,999,50,3,0,4.99,9.99,130,97,M
671860,1,BattleBit Remastered,"MrOkiDoki, BATTLEKOT, TheLiquidHorse",MrOkiDoki,,0,0,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,0,0,M
658230,0,Chambered,SegFault Games,SegFault Games,,28,6,0,"0 .. 20,000",2,0,2,0,0,0,0,0,0,0,0,34,82,M
671050,0,XMinutes: Wings,XMinutesGames,XMinutesGames,,5,1,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,6,83,M
678230,0,Abstract Arena,Credici,Credici,,16,13,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,29,55,M
661030,0,Aliens&Asteroids,crowgames UG (haftungsbeschränkt),crowgames UG (haftungsbeschränkt),,15,1,0,"0 .. 20,000",0,0,0,0,199,199,0,0,0,1.99,1.99,16,94,M
674570,0,Bear Football,Hero Game,Hero Game,,74,30,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,104,71,M
667310,0,Animal Herding,Pixl Pile,Pixl Pile,,6,15,0,"0 .. 20,000",0,0,0,0,199,199,0,0,0,1.99,1.99,21,-71,M
675210,0,CastleMiner Warfare,DigitalDNA Games LLC,DigitalDNA Games LLC,,36,44,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,80,-55,M
648630,0,Damascus Gear Operation Tokyo HD,Arc System Works,Arc System Works,,12,16,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0,0,14.99,14.99,28,-57,M
686110,0,Robot Heroes,Heroes Productions,Heroes Productions,,55,12,0,"0 .. 20,000",43,0,77,0,99,99,0,0,0,0.99,0.99,67,82,M
682020,0,Karradash - The Lost Dungeons,68k Studios,68k Studios,,10,3,0,"0 .. 20,000",0,0,0,0,399,399,0,0,0,3.99,3.99,13,77,M
672050,0,Super Mr. Kake,Five entertainment,Back To Basics Gaming,,5,14,0,"0 .. 20,000",0,0,0,0,199,199,0,0,0,1.99,1.99,19,-74,M
680890,0,Where the Money Is,"Flaming Bat Studios, Bareware Studios","Flaming Bat Studios, Bareware Studios",,6,0,0,"0 .. 20,000",0,0,0,0,399,399,0,0,0,3.99,3.99,6,100,M
707470,0,JumpFist,BoomCat Studios,BoomCat Studios,,2,1,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,3,67,M
696560,2,Bouncing Duck Simulator,"EYEJAM STUDIOS, Damien Sueur",EYEJAM STUDIOS,,107,14,0,"0 .. 20,000",0,0,0,0,499,499,0,1,0,4.99,4.99,121,88,M
712760,0,Duped,Reuben Moorhouse,No Moss Studios,,5,0,0,"0 .. 20,000",0,0,0,0,399,399,0,0,0,3.99,3.99,5,100,M
665120,0,Jetman Go,Linkflag Studio,Linkflag Studio,,141,35,0,"0 .. 20,000",3,0,3,0,199,199,0,0,0,1.99,1.99,176,80,M
713160,0,After Death,After Death Team,After Death Team,,92,5,0,"0 .. 20,000",0,0,0,0,349,1399,75,5,0,3.49,13.99,97,95,M
712010,0,Chevo Lurker: Exodus,Perverse Games,Perverse Games,,67,20,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,87,77,M
718540,0,Exorcism: Case Zero,Pippala Games,Pippala Games,,12,12,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,24,-50,M
709790,0,The Red Front,10ft Games,10ft Games,,7,6,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,13,54,M
689620,0,Alpha Mike Foxtrot VR - AMF VR,SUBLEVEL ONE STUDIOS,SUBLEVEL ONE STUDIOS,,52,39,0,"0 .. 20,000",0,0,0,0,999,999,0,0,0,9.99,9.99,91,57,M
683210,0,Apez,A and F studios,A and F studios,,15,11,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,26,58,M
658990,0,Icycle: On Thin Ice,Damp Gnat,Damp Gnat,,74,5,0,"0 .. 20,000",0,0,0,0,699,699,0,0,0,6.99,6.99,79,94,M
706440,0,Cyborg Arena,Devdan Games,Devdan Games,,14,22,0,"0 .. 20,000",0,0,0,0,79,399,80,0,0,0.79,3.99,36,-61,M
729180,0,Turtle: Voidrunner,Grey Gods,Grey Gods,,9,2,0,"0 .. 20,000",7956,0,7956,0,0,0,0,0,0,0,0,11,82,M
710170,1,The Broken Seal,XAREA,XAREA,,182,21,0,"0 .. 20,000",0,0,0,0,1424,1899,25,0,0,14.24,18.99,203,90,M
641910,0,Bike Rush,Axyos Games,Axyos Games,,31,35,0,"0 .. 20,000",0,0,0,0,124,499,75,1,0,1.24,4.99,66,-53,M
650070,0,OVERTURN,STUDIO HG,YJM GAMES,,61,13,0,"0 .. 20,000",51,0,51,0,2999,2999,0,0,0,29.99,29.99,74,82,M
632110,0,Crimson Keep,"Ian Atherton, Ben Rog-Wilhelm",Merge Publishing,,12,7,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0,0,14.99,14.99,19,63,M
718040,0,Super Arcade Boy in Defender of Planet Earth,LoadUpGames.com,LoadUpGames.com,,2,0,0,"0 .. 20,000",0,0,0,0,199,199,0,0,0,1.99,1.99,2,100,M
645920,0,Dreamstones,Windybeard,Windybeard,,71,15,0,"0 .. 20,000",0,0,0,0,1199,1199,0,0,0,11.99,11.99,86,83,M
731820,0,Final Storm,Bit Bionic LLC,Bit Bionic LLC,,6,1,0,"0 .. 20,000",0,0,0,0,199,199,0,0,0,1.99,1.99,7,86,M
705410,0,World War Party: Game Of Trump,bad monkee,bad monkee,,17,17,0,"0 .. 20,000",7634,0,7634,0,0,0,0,0,0,0,0,34,-50,M
729460,0,Distant Space 2,PixelMouse,PixelMouse,,98,25,0,"0 .. 20,000",30,0,30,0,99,99,0,0,0,0.99,0.99,123,80,M
697660,0,Jump Gunners,NerdRage Studios,NerdRage Studios,,35,5,0,"0 .. 20,000",0,0,0,0,1299,1299,0,0,0,12.99,12.99,40,88,M
748430,0,Cube Color,Laush Studio,Laush Studio,,26,17,0,"0 .. 20,000",0,0,0,0,2499,2499,0,0,0,24.99,24.99,43,60,M
560300,0,Thy Sword,GamePhase,GamePhase,,59,2,0,"0 .. 20,000",0,0,0,0,899,899,0,0,0,8.99,8.99,61,97,M
745870,0,Prehistorik,Titus Interactive,Interplay Entertainment Corp.,,19,3,0,"0 .. 20,000",0,0,0,0,999,999,0,0,0,9.99,9.99,22,86,M
750740,0,Slice the Ice,Fancy Factory,Fancy Factory,,1,3,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,4,-75,M
755820,0,One Against The Galaxy,Eridanus Studio,Eridanus Studio,,1,0,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,1,100,M
757700,0,Dungeon's Barrage,Jonathan Rocha,Jonathan Rocha,,18,0,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,18,100,M
629640,0,Sea Battle VR,视趣互动（天津）科技有限公司,视趣互动（天津）科技有限公司,,2,7,0,"0 .. 20,000",0,0,0,0,599,599,0,0,0,5.99,5.99,9,-78,M
655380,0,Dig Dog,"Rusty Moyher, Matt Grimm",Wild Rooster,,59,16,0,"0 .. 20,000",0,0,0,0,399,399,0,0,0,3.99,3.99,75,79,M
688450,0,Old Adventure,Stroe Andrei,Stroe Andrei,,11,8,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,19,58,M
700520,0,Shift Quantum - A Cyber Noir Puzzle Platformer,Fishing Cactus,Fishing Cactus,,57,3,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0,0,19.99,19.99,60,95,M
704910,0,Tenta Shooter,Rakugaki Games,Henteko Doujin,,127,10,0,"0 .. 20,000",0,0,0,0,999,999,0,0,0,9.99,9.99,137,93,M
723810,0,Don't Bleed,Black Banshee Studios,Black Banshee Studios,,10,12,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0,0,14.99,14.99,22,-55,M
752790,0,Danger Close!,Magical Hackers,Magical Hackers,,3,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,5,60,M
656030,1,The Lost Legends of Redwall: The Scout Act 1,Soma Games,Soma Games,,86,28,0,"0 .. 20,000",0,0,0,0,999,999,0,0,0,9.99,9.99,114,75,M
688940,0,Steve's Pub - Soda on tap,gitcare,gitcare,,5,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,8,63,M
677210,0,Gift to Humanity: Alpha,Ultima Games,Ultima Games,,13,11,0,"0 .. 20,000",4,0,7,0,299,299,0,0,0,2.99,2.99,24,54,M
675490,0,Artifact Adventure Gaiden,bluffman,PLAYISM,,40,6,0,"0 .. 20,000",0,0,0,0,999,999,0,0,0,9.99,9.99,46,87,M
755830,0,Lonely Astronaut,"Greyson Richey, Nicholas Lives","Greyson Richey, Nicholas Lives",,18,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,20,90,M
749540,0,Wild Wolf,Altai Game Studio,Altai Game Studio,,73,67,0,"0 .. 20,000",0,0,0,0,999,999,0,0,0,9.99,9.99,140,52,M
769980,0,Lock Her Up: The Trump Supremacy,Three Guys Game Studio,Three Guys Game Studio,,16,7,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,23,70,M
561100,0,Disney's Aladdin,Virgin Games,Disney,,34,14,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,48,71,M
546150,0,Primordian,Stonepunk Studios,Stonepunk Studios,,80,26,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0,0,19.99,19.99,106,75,M
775790,0,Rampage Ragdoll,ijal Studio,HandMade Games,,4,12,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,16,-75,M
779150,0,Shadow of Something,The Pleasure Warlock,The Pleasure Warlock,,1,5,0,"0 .. 20,000",0,0,0,0,299,299,0,0,0,2.99,2.99,6,-83,M
744050,3,Space Invaders Extreme,TAITO CORP.,"Degica, TAITO CORP.",,166,13,0,"0 .. 20,000",18,0,18,0,1999,1999,0,1,0,19.99,19.99,179,93,M
452410,0,Damsel,Screwtape Studios,Screwtape Studios,,60,15,0,"0 .. 20,000",0,0,0,0,699,699,0,0,0,6.99,6.99,75,80,M
796900,0,Trivia Vault: Mixed Trivia 2,Ripknot Systems,Ripknot Systems,,35,29,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0,0,14.99,14.99,64,55,M
794550,0,Grapple Force Rena,Friend &amp; Fairy,GalaxyTrail,,115,7,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0,0,14.99,14.99,122,94,M
767400,0,弹炸人2222,彼岸领域,彼岸领域,,10,3,0,"0 .. 20,000",0,0,0,0,199,199,0,0,0,1.99,1.99,13,77,M
803110,0,Dread station,CASGames,CASGames,,9,9,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,18,-50,M
801150,0,IMM Defense,90E GAMES,90E GAMES,,1,1,0,"0 .. 20,000",0,0,0,0,49,99,51,0,0,0.49,0.99,2,-50,M
803850,0,Pixelpunk XL,Mykhail Konokh,Mykhail Konokh,,34,13,0,"0 .. 20,000",0,0,0,0,399,399,0,0,0,3.99,3.99,47,72,M
786720,0,Eternal Man: Forest,eProdigy,advocatus,,19,10,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,29,66,M
773150,0,Subscribe & Punch!,"Hashieve, IronEqual",Hashieve,,19,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,22,86,M
794240,0,Spinch,Queen Bee Games,Akupara Games,,116,45,0,"0 .. 20,000",0,0,0,0,824,1499,45,0,0,8.24,14.99,161,72,M
810610,0,Mission Of Hero,Falco Software,Berkem Agach,,13,20,0,"0 .. 20,000",0,0,0,0,299,299,0,0,0,2.99,2.99,33,-61,M
804460,0,LAST WAR 2044,NVG Games,New Vektor Group,,20,18,0,"0 .. 20,000",0,0,0,0,51,399,87,0,0,0.51,3.99,38,53,M
802070,0,Cluster Dust,MegaTronic Labs,MegaTronic Labs,,13,5,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,18,72,M
799890,0,REVENGER: Age of Morons,evlavv_studio,evlavv_studio,,5,16,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,21,-76,M
786490,0,Brew-Ha,Black Banshee Studios,Black Banshee Studios,,11,4,0,"0 .. 20,000",7020,0,7020,0,0,0,0,0,0,0,0,15,73,M
816210,0,The Balcony,Holotna,Holotna,,28,10,0,"0 .. 20,000",0,0,0,0,119,399,70,0,0,1.19,3.99,38,74,M
813450,0,Barbearian,Kimmo Lahtinen,Kimmo Factor Oy,,67,12,0,"0 .. 20,000",0,0,0,0,749,1499,50,1,0,7.49,14.99,79,85,M
821860,0,Secret Laboratory,Falco Software,Simulators Live,,3,11,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,14,-79,M
825000,0,Temptation,DIEDEMOR STUDIO GAMES,Laush Studio,,30,24,0,"0 .. 20,000",2,0,2,0,51,399,87,0,0,0.51,3.99,54,56,M
827270,0,Bounty Hunter: Space Detective,Salsawi,Salsawi Games,,8,9,0,"0 .. 20,000",0,0,0,0,199,199,0,0,0,1.99,1.99,17,-53,M
825350,0,Downhill Deceits,Jack,Also Jack,,3,1,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,4,75,M
829280,3,Kaze and the Wild Masks,PixelHive,SOEDESCO,,702,21,0,"0 .. 20,000",18,0,18,0,1999,1999,0,2,0,19.99,19.99,723,97,M
